word_ID,Book,ch_KJV,v_KJV,manuscript,lex_Hebrew,si,gloss_SPA
137,Gen,1,8,בֹ֖קֶר,בֹּקֶר,morning,mañana
138,Gen,1,8,יֹ֥ום,יֹום,day,día
139,Gen,1,8,שֵׁנִֽי׃ פ,שֵׁנִי,second,segundo
140,Gen,1,9,וַ,וְ,and,y
141,Gen,1,9,יֹּ֣אמֶר,אמר,say,dijo
142,Gen,1,9,אֱלֹהִ֗ים,אֱלֹהִים,god(s),Dios
143,Gen,1,9,יִקָּו֨וּ,קוה,collect,reúnanse
144,Gen,1,9,הַ,הַ,the,las
145,Gen,1,9,מַּ֜יִם,מַיִם,water,aguas
146,Gen,1,9,מִ,מִן,from,de
147,Gen,1,9,תַּ֤חַת,תַּחַת,under part,debajo
148,Gen,1,9,הַ,הַ,the,los
149,Gen,1,9,שָּׁמַ֨יִם֙,שָׁמַיִם,heavens,cielos
150,Gen,1,9,אֶל־,אֶל,to,a
151,Gen,1,9,מָקֹ֣ום,מָקֹום,place,lugar
152,Gen,1,9,אֶחָ֔ד,אֶחָד,one,uno
153,Gen,1,9,וְ,וְ,and,y
154,Gen,1,9,תֵרָאֶ֖ה,ראה,see,aparezca
155,Gen,1,9,הַ,הַ,the,la
156,Gen,1,9,יַּבָּשָׁ֑ה,יַבָּשָׁה,dry land,tierra seca
157,Gen,1,9,וַֽ,וְ,and,y
158,Gen,1,9,יְהִי־,היה,be,fue
159,Gen,1,9,כֵֽן׃,כֵּן,thus,así
160,Gen,1,10,וַ,וְ,and,y
161,Gen,1,10,יִּקְרָ֨א,קרא,call,llamó
162,Gen,1,10,אֱלֹהִ֤ים׀,אֱלֹהִים,god(s),Dios
163,Gen,1,10,לַ,לְ,to,a
164,Gen,1,10,,הַ,the,la
165,Gen,1,10,יַּבָּשָׁה֙,יַבָּשָׁה,dry land,tierra seca
166,Gen,1,10,אֶ֔רֶץ,אֶרֶץ,earth,tierra
167,Gen,1,10,וּ,וְ,and,y
168,Gen,1,10,לְ,לְ,to,a
169,Gen,1,10,מִקְוֵ֥ה,מִקְוֶה,collection,conjunto de
170,Gen,1,10,הַ,הַ,the,las
171,Gen,1,10,מַּ֖יִם,מַיִם,water,aguas
172,Gen,1,10,קָרָ֣א,קרא,call,llamó
173,Gen,1,10,יַמִּ֑ים,יָם,sea,mares
174,Gen,1,10,וַ,וְ,and,y
175,Gen,1,10,יַּ֥רְא,ראה,see,vió
176,Gen,1,10,אֱלֹהִ֖ים,אֱלֹהִים,god(s),Dios
177,Gen,1,10,כִּי־,כִּי,that,que
178,Gen,1,10,טֹֽוב׃,טוב,be good,era bueno.
179,Gen,1,11,וַ,וְ,and,y
180,Gen,1,11,יֹּ֣אמֶר,אמר,say,dijo
181,Gen,1,11,אֱלֹהִ֗ים,אֱלֹהִים,god(s),Dios
182,Gen,1,11,תַּֽדְשֵׁ֤א,דשׁא,grow green,produzca
183,Gen,1,11,הָ,הַ,the,la
184,Gen,1,11,אָ֨רֶץ֙,אֶרֶץ,earth,tierra
185,Gen,1,11,דֶּ֔שֶׁא,דֶּשֶׁא,young grass,hierva
186,Gen,1,11,עֵ֚שֶׂב,עֵשֶׂב,herb,planta
187,Gen,1,11,מַזְרִ֣יעַ,זרע,sow,con semilla
188,Gen,1,11,זֶ֔רַע,זֶרַע,seed,con semilla
189,Gen,1,11,עֵ֣ץ,עֵץ,tree,árbol
190,Gen,1,11,פְּרִ֞י,פְּרִי,fruit,frutal
191,Gen,1,11,עֹ֤שֶׂה,עשׂה,make,productor
192,Gen,1,11,פְּרִי֙,פְּרִי,fruit,fruto
193,Gen,1,11,לְ,לְ,to,para
194,Gen,1,11,מִינֹ֔ו,מִין,kind,su clase
195,Gen,1,11,אֲשֶׁ֥ר,אֲשֶׁר,[relative],[relativo]
196,Gen,1,11,זַרְעֹו־,זֶרַע,seed,semilla
197,Gen,1,11,בֹ֖ו,בְּ,in,en él
198,Gen,1,11,עַל־,עַל,upon,sobre
199,Gen,1,11,הָ,הַ,the,la
200,Gen,1,11,אָ֑רֶץ,אֶרֶץ,earth,tierra
201,Gen,1,11,וַֽ,וְ,and,y
202,Gen,1,11,יְהִי־,היה,be,fue
203,Gen,1,11,כֵֽן׃,כֵּן,thus,así
204,Gen,1,12,וַ,וְ,and,y
205,Gen,1,12,תֹּוצֵ֨א,יצא,go out,produjo
206,Gen,1,12,הָ,הַ,the,la
207,Gen,1,12,אָ֜רֶץ,אֶרֶץ,earth,tierra
208,Gen,1,12,דֶּ֠שֶׁא,דֶּשֶׁא,young grass,hierba
209,Gen,1,12,עֵ֣שֶׂב,עֵשֶׂב,herb,planta
210,Gen,1,12,מַזְרִ֤יעַ,זרע,sow,con semilla
211,Gen,1,12,זֶ֨רַע֙,זֶרַע,seed,semilla
212,Gen,1,12,לְ,לְ,to,para
213,Gen,1,12,מִינֵ֔הוּ,מִין,kind,su classe
214,Gen,1,12,וְ,וְ,and,y
215,Gen,1,12,עֵ֧ץ,עֵץ,tree,árbol
216,Gen,1,12,עֹ֥שֶׂה,עשׂה,make,productor
217,Gen,1,12,פְּרִ֛י,פְּרִי,fruit,fruto
218,Gen,1,12,אֲשֶׁ֥ר,אֲשֶׁר,[relative],[relativo]
219,Gen,1,12,זַרְעֹו־,זֶרַע,seed,su semilla
220,Gen,1,12,בֹ֖ו,בְּ,in,en él
221,Gen,1,12,לְ,לְ,to,para
222,Gen,1,12,מִינֵ֑הוּ,מִין,kind,su especie
223,Gen,1,12,וַ,וְ,and,y
224,Gen,1,12,יַּ֥רְא,ראה,see,vió
225,Gen,1,12,אֱלֹהִ֖ים,אֱלֹהִים,god(s),Dios
226,Gen,1,12,כִּי־,כִּי,that,que
227,Gen,1,12,טֹֽוב׃,טוב,be good,era bueno
228,Gen,1,13,וַֽ,וְ,and,y
229,Gen,1,13,יְהִי־,היה,be,fue
230,Gen,1,13,עֶ֥רֶב,עֶרֶב,evening,tarde
231,Gen,1,13,וַֽ,וְ,and,y
232,Gen,1,13,יְהִי־,היה,be,fue
233,Gen,1,13,בֹ֖קֶר,בֹּקֶר,morning,mañana
234,Gen,1,13,יֹ֥ום,יֹום,day,día
235,Gen,1,13,שְׁלִישִֽׁי׃ פ,שְׁלִישִׁי,third,tercero
236,Gen,1,14,וַ,וְ,and,y
237,Gen,1,14,יֹּ֣אמֶר,אמר,say,dijo
238,Gen,1,14,אֱלֹהִ֗ים,אֱלֹהִים,god(s),Dios
239,Gen,1,14,יְהִ֤י,היה,be,hayan
240,Gen,1,14,מְאֹרֹת֙,מָאֹור,lamp,luces
241,Gen,1,14,בִּ,בְּ,in,en
242,Gen,1,14,רְקִ֣יעַ,רָקִיעַ,firmament,el firmamento de
243,Gen,1,14,הַ,הַ,the,los
244,Gen,1,14,שָּׁמַ֔יִם,שָׁמַיִם,heavens,cielos
245,Gen,1,14,לְ,לְ,to,para
246,Gen,1,14,הַבְדִּ֕יל,בדל,separate,separar
247,Gen,1,14,בֵּ֥ין,בַּיִן,interval,entre
248,Gen,1,14,הַ,הַ,the,el
249,Gen,1,14,יֹּ֖ום,יֹום,day,día
250,Gen,1,14,וּ,וְ,and,y
251,Gen,1,14,בֵ֣ין,בַּיִן,interval,entre
252,Gen,1,14,הַ,הַ,the,la
253,Gen,1,14,לָּ֑יְלָה,לַיְלָה,night,noche
254,Gen,1,14,וְ,וְ,and,y
255,Gen,1,14,הָי֤וּ,היה,be,sean
256,Gen,1,14,לְ,לְ,to,para
257,Gen,1,14,אֹתֹת֙,אֹות,sign,señales
258,Gen,1,14,וּ,וְ,and,y
259,Gen,1,14,לְ,לְ,to,para
260,Gen,1,14,מֹ֣ועֲדִ֔ים,מֹועֵד,appointment,estaciones
261,Gen,1,14,וּ,וְ,and,y
262,Gen,1,14,לְ,לְ,to,para
263,Gen,1,14,יָמִ֖ים,יֹום,day,diás
264,Gen,1,14,וְ,וְ,and,y
265,Gen,1,14,שָׁנִֽים׃,שָׁנָה,year,años
266,Gen,1,15,וְ,וְ,and,y
267,Gen,1,15,הָי֤וּ,היה,be,sean
268,Gen,1,15,לִ,לְ,to,para
269,Gen,1,15,מְאֹורֹת֙,מָאֹור,lamp,luces
270,Gen,1,15,בִּ,בְּ,in,en
271,Gen,1,15,רְקִ֣יעַ,רָקִיעַ,firmament,el firmamento de
272,Gen,1,15,הַ,הַ,the,los
273,Gen,1,15,שָּׁמַ֔יִם,שָׁמַיִם,heavens,cielos
274,Gen,1,15,לְ,לְ,to,para
275,Gen,1,15,הָאִ֖יר,אור,be light,alumbrar
276,Gen,1,15,עַל־,עַל,upon,sobre
277,Gen,1,15,הָ,הַ,the,la
278,Gen,1,15,אָ֑רֶץ,אֶרֶץ,earth,tierra
279,Gen,1,15,וַֽ,וְ,and,y
280,Gen,1,15,יְהִי־,היה,be,fue
281,Gen,1,15,כֵֽן׃,כֵּן,thus,así
282,Gen,1,16,וַ,וְ,and,y
283,Gen,1,16,יַּ֣עַשׂ,עשׂה,make,hizo
284,Gen,1,16,אֱלֹהִ֔ים,אֱלֹהִים,god(s),Dios
285,Gen,1,16,אֶת־,אֵת,[object marker],[marcador de objeto]
286,Gen,1,16,שְׁנֵ֥י,שְׁנַיִם,two,dos de
287,Gen,1,16,הַ,הַ,the,las
288,Gen,1,16,מְּאֹרֹ֖ת,מָאֹור,lamp,luces
289,Gen,1,16,הַ,הַ,the,las
290,Gen,1,16,גְּדֹלִ֑ים,גָּדֹול,great,grandes
291,Gen,1,16,אֶת־,אֵת,[object marker],[marcador de objeto]
292,Gen,1,16,הַ,הַ,the,la
293,Gen,1,16,מָּאֹ֤ור,מָאֹור,lamp,luz
294,Gen,1,16,הַ,הַ,the,la
295,Gen,1,16,גָּדֹל֙,גָּדֹול,great,grande
296,Gen,1,16,לְ,לְ,to,para
297,Gen,1,16,מֶמְשֶׁ֣לֶת,מֶמְשֶׁלֶת,dominion,dominio
298,Gen,1,16,הַ,הַ,the,el
299,Gen,1,16,יֹּ֔ום,יֹום,day,día
300,Gen,1,16,וְ,וְ,and,y
301,Gen,1,16,אֶת־,אֵת,[object marker],[marcador de objecto]
302,Gen,1,16,הַ,הַ,the,la
303,Gen,1,16,מָּאֹ֤ור,מָאֹור,lamp,luz
304,Gen,1,16,הַ,הַ,the,la
305,Gen,1,16,קָּטֹן֙,קָטֹן,small,pequeña
306,Gen,1,16,לְ,לְ,to,para
307,Gen,1,16,מֶמְשֶׁ֣לֶת,מֶמְשֶׁלֶת,dominion,dominio
308,Gen,1,16,הַ,הַ,the,la
309,Gen,1,16,לַּ֔יְלָה,לַיְלָה,night,noche
310,Gen,1,16,וְ,וְ,and,y
311,Gen,1,16,אֵ֖ת,אֵת,[object marker],[marcador de objeto]
312,Gen,1,16,הַ,הַ,the,las
313,Gen,1,16,כֹּוכָבִֽים׃,כֹּוכָב,star,estrellas
314,Gen,1,17,וַ,וְ,and,Y
315,Gen,1,17,יִּתֵּ֥ן,נתן,give,puso
316,Gen,1,17,אֹתָ֛ם,אֵת,[object marker],[marcador de objeto]
317,Gen,1,17,אֱלֹהִ֖ים,אֱלֹהִים,god(s),Dios
318,Gen,1,17,בִּ,בְּ,in,en
319,Gen,1,17,רְקִ֣יעַ,רָקִיעַ,firmament,firmamento
320,Gen,1,17,הַ,הַ,the,los
321,Gen,1,17,שָּׁמָ֑יִם,שָׁמַיִם,heavens,cielos
322,Gen,1,17,לְ,לְ,to,para
323,Gen,1,17,הָאִ֖יר,אור,be light,alumbrar
324,Gen,1,17,עַל־,עַל,upon,sobre
325,Gen,1,17,הָ,הַ,the,la
326,Gen,1,17,אָֽרֶץ׃,אֶרֶץ,earth,tierra
327,Gen,1,18,וְ,וְ,and,y
328,Gen,1,18,לִ,לְ,to,para
329,Gen,1,18,מְשֹׁל֙,משׁל,rule,gobernar
330,Gen,1,18,בַּ,בְּ,in,en
331,Gen,1,18,,הַ,the,el
332,Gen,1,18,יֹּ֣ום,יֹום,day,día
333,Gen,1,18,וּ,וְ,and,y
334,Gen,1,18,בַ,בְּ,in,en
335,Gen,1,18,,הַ,the,la
336,Gen,1,18,לַּ֔יְלָה,לַיְלָה,night,noche
337,Gen,1,18,וּֽ,וְ,and,y
338,Gen,1,18,לֲ,לְ,to,para
339,Gen,1,18,הַבְדִּ֔יל,בדל,separate,separar
340,Gen,1,18,בֵּ֥ין,בַּיִן,interval,entre
341,Gen,1,18,הָ,הַ,the,la
342,Gen,1,18,אֹ֖ור,אֹור,light,luz
343,Gen,1,18,וּ,וְ,and,y
344,Gen,1,18,בֵ֣ין,בַּיִן,interval,entre
345,Gen,1,18,הַ,הַ,the,la
346,Gen,1,18,חֹ֑שֶׁךְ,חֹשֶׁךְ,darkness,oscuridad
347,Gen,1,18,וַ,וְ,and,y
348,Gen,1,18,יַּ֥רְא,ראה,see,vió
349,Gen,1,18,אֱלֹהִ֖ים,אֱלֹהִים,god(s),Dios
350,Gen,1,18,כִּי־,כִּי,that,que
351,Gen,1,18,טֹֽוב׃,טוב,be good,era bueno
352,Gen,1,19,וַֽ,וְ,and,y
353,Gen,1,19,יְהִי־,היה,be,fue
354,Gen,1,19,עֶ֥רֶב,עֶרֶב,evening,tarde
355,Gen,1,19,וַֽ,וְ,and,y
356,Gen,1,19,יְהִי־,היה,be,fue
357,Gen,1,19,בֹ֖קֶר,בֹּקֶר,morning,mañana
358,Gen,1,19,יֹ֥ום,יֹום,day,día
359,Gen,1,19,רְבִיעִֽי׃ פ,רְבִיעִי,fourth,cuarto
360,Gen,1,20,וַ,וְ,and,y
361,Gen,1,20,יֹּ֣אמֶר,אמר,say,dijo
362,Gen,1,20,אֱלֹהִ֔ים,אֱלֹהִים,god(s),Dios
363,Gen,1,20,יִשְׁרְצ֣וּ,שׁרץ,swarm,rebosen
364,Gen,1,20,הַ,הַ,the,los
365,Gen,1,20,מַּ֔יִם,מַיִם,water,mares
366,Gen,1,20,שֶׁ֖רֶץ,שֶׁרֶץ,swarming creatures,criatura
367,Gen,1,20,נֶ֣פֶשׁ,נֶפֶשׁ,soul,aliento de
368,Gen,1,20,חַיָּ֑ה,חַי,alive,vida
369,Gen,1,20,וְ,וְ,and,y
370,Gen,1,20,עֹוף֙,עֹוף,birds,ave
371,Gen,1,20,יְעֹופֵ֣ף,עוף,fly,vuele
372,Gen,1,20,עַל־,עַל,upon,sobre
373,Gen,1,20,הָ,הַ,the,la
374,Gen,1,20,אָ֔רֶץ,אֶרֶץ,earth,tierra
375,Gen,1,20,עַל־,עַל,upon,sobre
376,Gen,1,20,פְּנֵ֖י,פָּנֶה,face,faz de
377,Gen,1,20,רְקִ֥יעַ,רָקִיעַ,firmament,la firmamento de
378,Gen,1,20,הַ,הַ,the,los
379,Gen,1,20,שָּׁמָֽיִם׃,שָׁמַיִם,heavens,cielos
380,Gen,1,21,וַ,וְ,and,y
381,Gen,1,21,יִּבְרָ֣א,ברא,create,creó
382,Gen,1,21,אֱלֹהִ֔ים,אֱלֹהִים,god(s),Dios
383,Gen,1,21,אֶת־,אֵת,[object marker],[marcador de objeto]
384,Gen,1,21,הַ,הַ,the,las
385,Gen,1,21,תַּנִּינִ֖ם,תַּנִּין,sea-monster,bestias marinas
386,Gen,1,21,הַ,הַ,the,las
387,Gen,1,21,גְּדֹלִ֑ים,גָּדֹול,great,grandes
388,Gen,1,21,וְ,וְ,and,y
389,Gen,1,21,אֵ֣ת,אֵת,[object marker],[marcador de objeto]
390,Gen,1,21,כָּל־,כֹּל,whole,todo
391,Gen,1,21,נֶ֣פֶשׁ,נֶפֶשׁ,soul,aliento de
392,Gen,1,21,הַֽ,הַ,the,lo
393,Gen,1,21,חַיָּ֣ה׀,חַי,alive,viviente
394,Gen,1,21,הָֽ,הַ,the,lo
395,Gen,1,21,רֹמֶ֡שֶׂת,רמשׂ,creep,moviente
396,Gen,1,21,אֲשֶׁר֩,אֲשֶׁר,[relative],[relativo]
397,Gen,1,21,שָׁרְצ֨וּ,שׁרץ,swarm,rebosan
398,Gen,1,21,הַ,הַ,the,las
399,Gen,1,21,מַּ֜יִם,מַיִם,water,aguas
400,Gen,1,21,לְ,לְ,to,para
401,Gen,1,21,מִֽינֵהֶ֗ם,מִין,kind,su clase
402,Gen,1,21,וְ,וְ,and,y
403,Gen,1,21,אֵ֨ת,אֵת,[object marker],[marcador de objeto]
404,Gen,1,21,כָּל־,כֹּל,whole,toda
405,Gen,1,21,עֹ֤וף,עֹוף,birds,ave de
406,Gen,1,21,כָּנָף֙,כָּנָף,wing,ala
407,Gen,1,21,לְ,לְ,to,para
408,Gen,1,21,מִינֵ֔הוּ,מִין,kind,su especie
409,Gen,1,21,וַ,וְ,and,y
410,Gen,1,21,יַּ֥רְא,ראה,see,vió
411,Gen,1,21,אֱלֹהִ֖ים,אֱלֹהִים,god(s),Dios
412,Gen,1,21,כִּי־,כִּי,that,que
413,Gen,1,21,טֹֽוב׃,טוב,be good,era bueno
414,Gen,1,22,וַ,וְ,and,y
415,Gen,1,22,יְבָ֧רֶךְ,ברך,bless,bendijo
416,Gen,1,22,אֹתָ֛ם,אֵת,[object marker],a ellos
417,Gen,1,22,אֱלֹהִ֖ים,אֱלֹהִים,god(s),Dios
418,Gen,1,22,לֵ,לְ,to,para
419,Gen,1,22,אמֹ֑ר,אמר,say,decir
420,Gen,1,22,פְּר֣וּ,פרה,be fertile,fructificad
421,Gen,1,22,וּ,וְ,and,y
422,Gen,1,22,רְב֗וּ,רבה,be many,multiplicad
423,Gen,1,22,וּ,וְ,and,y
424,Gen,1,22,מִלְא֤וּ,מלא,be full,llenad
425,Gen,1,22,אֶת־,אֵת,[object marker],[marcador de objeto]
426,Gen,1,22,הַ,הַ,the,las
427,Gen,1,22,מַּ֨יִם֙,מַיִם,water,aguas
428,Gen,1,22,בַּ,בְּ,in,en
429,Gen,1,22,,הַ,the,los
430,Gen,1,22,יַּמִּ֔ים,יָם,sea,mares
431,Gen,1,22,וְ,וְ,and,y
432,Gen,1,22,הָ,הַ,the,el
433,Gen,1,22,עֹ֖וף,עֹוף,birds,ave
434,Gen,1,22,יִ֥רֶב,רבה,be many,multiplíquese
435,Gen,1,22,בָּ,בְּ,in,en
436,Gen,1,22,,הַ,the,la
437,Gen,1,22,אָֽרֶץ׃,אֶרֶץ,earth,tierra
438,Gen,1,23,וַֽ,וְ,and,y
439,Gen,1,23,יְהִי־,היה,be,fue
440,Gen,1,23,עֶ֥רֶב,עֶרֶב,evening,tarde
441,Gen,1,23,וַֽ,וְ,and,y
442,Gen,1,23,יְהִי־,היה,be,fue
443,Gen,1,23,בֹ֖קֶר,בֹּקֶר,morning,mañana
444,Gen,1,23,יֹ֥ום,יֹום,day,día
445,Gen,1,23,חֲמִישִֽׁי׃ פ,חֲמִישִׁי,fifth,quinto
446,Gen,1,24,וַ,וְ,and,y
447,Gen,1,24,יֹּ֣אמֶר,אמר,say,dijo
448,Gen,1,24,אֱלֹהִ֗ים,אֱלֹהִים,god(s),Dios
449,Gen,1,24,תֹּוצֵ֨א,יצא,go out,produzca
450,Gen,1,24,הָ,הַ,the,la
451,Gen,1,24,אָ֜רֶץ,אֶרֶץ,earth,tierra
452,Gen,1,24,נֶ֤פֶשׁ,נֶפֶשׁ,soul,aliento de
453,Gen,1,24,חַיָּה֙,חַי,alive,vida
454,Gen,1,24,לְ,לְ,to,para
455,Gen,1,24,מִינָ֔הּ,מִין,kind,su especie
456,Gen,1,24,בְּהֵמָ֥ה,בְּהֵמָה,cattle,ganado
457,Gen,1,24,וָ,וְ,and,y
